module_name,file_name,file_path,option_number
audio,audio_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\audio\conf\audio_conf.pb.txt,5
calibration,control_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\Lincoln2017MKZ_LGSVL\control_conf.pb.txt,7703
calibration,gnss_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\Lincoln2017MKZ_LGSVL\gnss_params\gnss_conf.pb.txt,23
calibration,camera_front_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\camera_conf\camera_front_conf.pb.txt,28
calibration,camera_long_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\camera_conf\camera_long_conf.pb.txt,28
calibration,camera_short_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\camera_conf\camera_short_conf.pb.txt,28
calibration,gnss_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\gnss_conf\gnss_conf.pb.txt,26
calibration,gnss_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\gnss_params\gnss_conf.pb.txt,24
calibration,radar_front_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\radar_conf\radar_front_conf.pb.txt,27
calibration,radar_rear_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\radar_conf\radar_rear_conf.pb.txt,27
calibration,velodyne128_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne128_conf.pb.txt,18
calibration,velodyne16_front_center_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne16_front_center_conf.pb.txt,18
calibration,velodyne16_rear_left_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne16_rear_left_conf.pb.txt,18
calibration,velodyne16_rear_right_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne16_rear_right_conf.pb.txt,18
calibration,velodyne16_up_center_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne16_up_center_conf.pb.txt,18
calibration,velodyne64_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\calibration\data\mkz_example\velodyne_conf\velodyne64_conf.pb.txt,16
canbus,canbus_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\canbus\conf\canbus_conf.pb.txt,11
control,control_common_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\conf\control_common_conf.pb.txt,24
control,control_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\conf\control_conf.pb.txt,7989
control,lateral_controller_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\conf\lateral_controller_conf.pb.txt,7988
control,longitudinal_controller_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\conf\longitudinal_controller_conf.pb.txt,7988
control,mpc_controller_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\conf\mpc_controller_conf.pb.txt,7987
control,control_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\testdata\conf\control_conf.pb.txt,8204
control,control_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\control\testdata\mpc_controller_test\control_conf.pb.txt,7925
drivers,camera_front_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\camera\conf\camera_front_conf.pb.txt,28
drivers,camera_long_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\camera\conf\camera_long_conf.pb.txt,28
drivers,camera_short_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\camera\conf\camera_short_conf.pb.txt,28
drivers,gnss_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\gnss\conf\gnss_conf.pb.txt,19
drivers,velodyne128_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne128_conf.pb.txt,18
drivers,velodyne16_front_center_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne16_front_center_conf.pb.txt,18
drivers,velodyne16_front_up_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne16_front_up_conf.pb.txt,18
drivers,velodyne16_rear_left_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne16_rear_left_conf.pb.txt,18
drivers,velodyne16_rear_right_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne16_rear_right_conf.pb.txt,18
drivers,velodyne16_up_center_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne16_up_center_conf.pb.txt,18
drivers,velodyne32_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne32_conf.pb.txt,16
drivers,velodyne64_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne64_conf.pb.txt,17
drivers,velodyne_fusion_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne_fusion_conf.pb.txt,4
drivers,velodyne_vlp32c_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\velodyne\conf\velodyne_vlp32c_conf.pb.txt,16
drivers,conti_radar_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\radar\conti_radar\conf\conti_radar_conf.pb.txt,27
drivers,radar_front_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\radar\conti_radar\conf\radar_front_conf.pb.txt,27
drivers,radar_rear_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\radar\conti_radar\conf\radar_rear_conf.pb.txt,27
drivers,racobit_radar_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\radar\racobit_radar\conf\racobit_radar_conf.pb.txt,25
drivers,ultrasonic_radar_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\radar\ultrasonic_radar\conf\ultrasonic_radar_conf.pb.txt,6
drivers,camera_front_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\tools\image_decompress\conf\camera_front_conf.pb.txt,1
drivers,camera_long_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\tools\image_decompress\conf\camera_long_conf.pb.txt,1
drivers,camera_short_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\tools\image_decompress\conf\camera_short_conf.pb.txt,1
guardian,guardian_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\guardian\conf\guardian_conf.pb.txt,1
perception,fusion_component_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\fusion\fusion_component_conf.pb.txt,7
perception,recognition_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\lidar\recognition_conf.pb.txt,2
perception,velodyne128_detection_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\lidar\velodyne128_detection_conf.pb.txt,5
perception,velodyne16_detection_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\lidar\velodyne16_detection_conf.pb.txt,5
perception,velodyne64_detection_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\lidar\velodyne64_detection_conf.pb.txt,5
perception,front_radar_component_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\radar\front_radar_component_conf.pb.txt,8
perception,rear_radar_component_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\perception\production\conf\perception\radar\rear_radar_component_conf.pb.txt,8
prediction,prediction_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\prediction\conf\prediction_conf.pb.txt,54
prediction,prediction_navi_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\prediction\conf\prediction_navi_conf.pb.txt,32
prediction,adapter_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\prediction\testdata\adapter_conf.pb.txt,10
prediction,prediction_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\prediction\testdata\prediction_conf.pb.txt,9
storytelling,storytelling_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\storytelling\conf\storytelling_conf.pb.txt,2
transform,static_transform_conf.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\transform\conf\static_transform_conf.pb.txt,40
common,gem_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\common\data\gem_config.pb.txt,20
common,vehicle_model_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\common\vehicle_model\conf\vehicle_model_config.pb.txt,2
data,smart_recorder_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\data\tools\smart_recorder\conf\smart_recorder_config.pb.txt,26
drivers,lidar_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\drivers\lidar\conf\lidar_config.pb.txt,42
localization,localization_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\localization\conf\localization_config.pb.txt,1
localization,navi_localization_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\localization\conf\navi_localization_config.pb.txt,1
map,navigator_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\map\relative_map\conf\navigator_config.pb.txt,8
map,relative_map_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\map\relative_map\conf\relative_map_config.pb.txt,13
planning,discrete_points_smoother_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\discrete_points_smoother_config.pb.txt,10
planning,planner_open_space_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\planner_open_space_config.pb.txt,122
planning,planning_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\planning_config.pb.txt,277
planning,planning_semantic_map_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\planning_semantic_map_config.pb.txt,0
planning,qp_spline_smoother_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\qp_spline_smoother_config.pb.txt,1
planning,spiral_smoother_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\spiral_smoother_config.pb.txt,1
planning,traffic_rule_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\traffic_rule_config.pb.txt,41
planning,bare_intersection_unprotected_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\bare_intersection_unprotected_config.pb.txt,65
planning,deadend_turnaround_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\deadend_turnaround_config.pb.txt,52
planning,emergency_pull_over_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\emergency_pull_over_config.pb.txt,93
planning,emergency_stop_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\emergency_stop_config.pb.txt,58
planning,lane_follow_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\lane_follow_config.pb.txt,38
planning,lane_follow_hybrid_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\lane_follow_hybrid_config.pb.txt,51
planning,learning_model_sample_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\learning_model_sample_config.pb.txt,13
planning,narrow_street_u_turn_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\narrow_street_u_turn_config.pb.txt,0
planning,park_and_go_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\park_and_go_config.pb.txt,89
planning,pull_over_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\pull_over_config.pb.txt,92
planning,stop_sign_unprotected_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\stop_sign_unprotected_config.pb.txt,129
planning,traffic_light_protected_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\traffic_light_protected_config.pb.txt,61
planning,traffic_light_unprotected_left_turn_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\traffic_light_unprotected_left_turn_config.pb.txt,100
planning,traffic_light_unprotected_right_turn_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\traffic_light_unprotected_right_turn_config.pb.txt,101
planning,valet_parking_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\valet_parking_config.pb.txt,52
planning,yield_sign_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\conf\scenario\yield_sign_config.pb.txt,69
planning,test_libtorch_inference_task_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\testdata\model_inference_test\test_libtorch_inference_task_config.pb.txt,4
planning,test_tensorrt_inference_task_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\planning\testdata\model_inference_test\test_tensorrt_inference_task_config.pb.txt,3
routing,routing_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\routing\conf\routing_config.pb.txt,8
task_manager,task_manager_config.pb.txt,C:\Projects\Research\Autonomous Vehicles\apollo\apollo\modules\task_manager\conf\task_manager_config.pb.txt,4
